variable,max_lat_N,min_lat_S,max_long_E,min_long_W,start_time,end_time,temporal_resolution,spatial_resolution,temporal_agg_type,spatial_agg_type,min,max,file_size,file_name
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,min,max,228.58,273.76,0.04,2m_temperature_t1_s1_1733812079234_min_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,min,mean,229.05,272.89,0.03,2m_temperature_t1_s2_1733812079234_min_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,min,min,226.98,272.78,0.03,2m_temperature_t1_s2_1733812079234_min_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,min,max,230.43,273.76,0.03,2m_temperature_t1_s2_1733812079234_min_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,max,mean,249.66,282.42,0.04,2m_temperature_t1_s1_1733812079234_max_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,max,min,248.53,281.33,0.04,2m_temperature_t1_s1_1733812079234_max_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,max,max,250.47,284.05,0.04,2m_temperature_t1_s1_1733812079234_max_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,max,mean,250.15,281.88,0.03,2m_temperature_t1_s2_1733812079234_max_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,max,min,248.53,279.82,0.03,2m_temperature_t1_s2_1733812079234_max_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,max,max,251.76,284.05,0.03,2m_temperature_t1_s2_1733812079234_max_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,mean,mean,255.13,264.34,0.03,2m_temperature_t2_s1_1733812079234_mean_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,mean,min,254.64,264.08,0.03,2m_temperature_t2_s1_1733812079234_mean_min.nc
